Bairros,Municipios,Estado,Notificacoes,Casos,Obitos,Curados,Suspeitos,Descartados
Não Informado,CANDEIAS,Minas Gerais,3,0,0,0,0,0
Não Encontrado,SAO FRANCISCO DE ITABAPOANA,Rio de Janeiro,3,3,0,3,0,0
Não Informado,DIAMANTINO,Mato Grosso,3,0,0,0,0,0
Não Informado,COTRIGUACU,Mato Grosso,3,0,0,0,0,0
Não Informado,FAMA,Minas Gerais,3,0,0,0,0,0
FAZENDA DO GATO,LARANJA DA TERRA,Espírito Santo,3,0,0,0,0,3
CACHOEIRA DAS GARCAS,MIMOSO DO SUL,Espírito Santo,3,2,0,2,0,1
BAIXO GUANDU II,BAIXO GUANDU,Espírito Santo,3,1,0,1,0,2
FUNDÃO,MUQUI,Espírito Santo,3,1,0,1,0,2
MORRO DO SAL,MIMOSO DO SUL,Espírito Santo,3,0,0,0,0,3
Não Informado,TURMALINA,Minas Gerais,3,0,0,0,0,0
Não Informado,IBIRAPITANGA,Bahia,3,0,0,0,0,0
LIMOEIRO,SAO JOSE DO CALCADO,Espírito Santo,3,0,0,0,0,3
PATI,BREJETUBA,Espírito Santo,3,2,0,2,0,1
Não Informado,TRAJANO DE MORAIS,Rio de Janeiro,3,0,0,0,0,0
SCHILENS,DOMINGOS MARTINS,Espírito Santo,3,0,0,0,0,3
CÓRREGO DA PRAIANINHA,NOVA VENECIA,Espírito Santo,3,0,0,0,0,3
CÓRREGO DA PRATA - Dionysio,PANCAS,Espírito Santo,3,0,0,0,0,3
VILA VIULA NOVA DO BANANAL,BAIXO GUANDU,Espírito Santo,3,1,0,1,0,2
SERRINHA DA ÁGUA,IUNA,Espírito Santo,3,2,0,2,0,1
SERRINHA DA TORRE,IUNA,Espírito Santo,3,1,0,1,0,2
PANORAMA,BARRA DE SAO FRANCISCO,Espírito Santo,3,1,0,1,0,2
Não Informado,URUPA,Rondônia,3,0,0,0,0,0
Não Informado,AREIA BRANCA,Rio Grande do Norte,3,0,0,0,0,0
MURIQUIOCA,GUARAPARI,Espírito Santo,3,2,0,2,0,1
ALVARADA,SANTA TERESA,Espírito Santo,3,0,0,0,0,3
PATRIMÔNIO DO BIS,BOA ESPERANCA,Espírito Santo,3,1,0,1,0,2
BALNEARIO ELZA,MARATAIZES,Espírito Santo,3,0,0,0,0,3
NAMITALA AYUB,ITAPEMIRIM,Espírito Santo,3,0,0,0,0,3
CENTRO,MUCURI,Bahia,3,1,0,1,1,1
Não Informado,CAPIXABA,Acre,3,0,0,0,0,0
BANANALZINHO,BAIXO GUANDU,Espírito Santo,3,0,0,0,0,3
Não Informado,ITAPETINGA,Bahia,3,0,0,0,0,0
Não Encontrado,RIO BRANCO,Acre,3,3,0,2,0,0
BANCA DE AREIA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3,0,0,0,0,3
CÓRREGO DO ARARA,VILA PAVAO,Espírito Santo,3,0,0,0,0,3
Não Encontrado,BELEM,Pará,3,1,0,1,0,2
BANQUETA,GUARAPARI,Espírito Santo,3,1,0,1,0,2
Não Informado,INIMUTABA,Minas Gerais,3,0,0,0,0,0
CÓRREGO DO ARVOREDO,NOVA VENECIA,Espírito Santo,3,0,0,0,0,3
CORREGO DO BAIANO,NOVA VENECIA,Espírito Santo,3,0,0,0,0,3
Não Encontrado,PRESIDENTE KENNEDY,Tocantins,3,2,0,2,1,0
Não Informado,CACHOEIRA DO SUL,Rio Grande do Sul,3,0,0,0,0,0
Não Informado,JAGUARARI,Bahia,3,0,0,0,0,0
CÓRREGO DO CARNEIRO,VILA PAVAO,Espírito Santo,3,0,0,0,0,3
CÓRREGO DO CEDRO,AFONSO CLAUDIO,Espírito Santo,3,1,0,1,0,2
CÓRREGO DO ESPINHO- CORTELETTI,PANCAS,Espírito Santo,3,1,0,1,0,2
Não Informado,MARAU,Rio Grande do Sul,3,0,0,0,0,0
BARRA DE BATATAL-20.6362063,ALFREDO CHAVES,Espírito Santo,3,0,0,0,2,1
SAO SALVADOR,PRESIDENTE KENNEDY,Espírito Santo,3,0,0,0,0,3
Não Informado,CAROEBE,Roraima,3,0,0,0,0,0
IGREJA DAS NEVES,PRESIDENTE KENNEDY,Espírito Santo,3,0,0,0,0,3
PALMITAL,APIACA,Espírito Santo,3,0,0,0,0,3
ILHA,PRESIDENTE KENNEDY,Espírito Santo,3,0,0,0,0,3
Não Informado,MIRAGUAI,Rio Grande do Sul,3,0,0,0,0,0
CÓRREGO ALTO LAJE I,BAIXO GUANDU,Espírito Santo,3,0,0,0,0,3
BARRA PAULISTA,BARRA DE SAO FRANCISCO,Espírito Santo,3,0,0,0,0,3
SARAMPO,ANCHIETA,Espírito Santo,3,3,0,3,0,0
Não Informado,MONTE ALEGRE DE SERGIPE,Sergipe,3,0,0,0,0,0
Não Informado,SAO JOSE DA BELA VISTA,São Paulo,3,0,0,0,0,0
Não Informado,BOQUIRA,Bahia,3,0,0,0,0,0
PARQUE INDUSTRIAL JOSÉ LUIZ FIOROTTI,IBIRACU,Espírito Santo,3,0,0,0,0,3
GOIAPABA AÇU CENTRO,FUNDAO,Espírito Santo,3,1,0,1,0,2
MAUÁ,AIMORES,Minas Gerais,3,3,1,1,0,0
CÓRREGO CACH. DO GRANITO,BARRA DE SAO FRANCISCO,Espírito Santo,3,1,0,1,1,1
GOIABA,GUARAPARI,Espírito Santo,3,1,0,1,0,2
CÓRREGO CENTRO,NOVA VENECIA,Espírito Santo,3,1,0,1,0,2
Não Informado,MUQUI,Espírito Santo,3,0,0,0,0,0
Não Informado,ESPIGAO D'OESTE,Rondônia,3,0,0,0,0,0
ARITOÁ,CARIACICA,Espírito Santo,3,1,0,1,0,2
Não Informado,LINHARES,Espírito Santo,3,0,0,0,0,0
CÓRREGO CHAVES,COLATINA,Espírito Santo,3,2,0,2,0,1
CÓRREGO CHIADOR,IRUPI,Espírito Santo,3,2,0,2,0,1
AUGUSTO CÔCO,CONCEICAO DO CASTELO,Espírito Santo,3,0,0,0,0,3
Não Informado,SAO SIMAO,São Paulo,3,0,0,0,0,0
Não Informado,ITUMIRIM,Minas Gerais,3,0,0,0,0,0
Não Informado,ITURAMA,Minas Gerais,3,0,0,0,0,0
MONTE CRISTAL,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3,0,0,0,2,1
Não Informado,MISSAO VELHA,Ceará,3,0,0,0,0,0
Não Informado,ENGENHEIRO PAULO DE FRONTIN,Rio de Janeiro,3,0,0,0,0,0
Não Informado,GRAMADO,Rio Grande do Sul,3,0,0,0,0,0
AREIA BRANCA ,BREJETUBA,Espírito Santo,3,0,0,0,0,3
Não Informado,SERRANA,São Paulo,3,0,0,0,0,0
Não Informado,SANTA RITA DO PASSA QUATRO,São Paulo,3,0,0,0,0,0
Não Informado,MACUCO,Rio de Janeiro,3,0,0,0,0,0
MANTEIGA,VIANA,Espírito Santo,3,1,0,1,0,2
Não Informado,GRAVATAI,Rio Grande do Sul,3,0,0,0,0,0
Não Informado,PARACAMBI,Rio de Janeiro,3,0,0,0,0,0
Não Informado,VIRGOLANDIA,Minas Gerais,3,0,0,0,0,0
Não Informado,VIRGINOPOLIS,Minas Gerais,3,0,0,0,0,0
ARACUI,CASTELO,Espírito Santo,3,0,0,0,0,3
Não Informado,GUAIBA,Rio Grande do Sul,3,0,0,0,0,0
APARECIDA,PIUMA,Espírito Santo,3,0,0,0,0,3
APARECIDA,GUACUI,Espírito Santo,3,0,0,0,0,3
SANTA RITA,MUNIZ FREIRE,Espírito Santo,3,1,1,0,0,2
CÓRREGO BENFICA,NOVA VENECIA,Espírito Santo,3,2,0,2,0,1
Não Informado,ALTO ALEGRE DOS PARECIS,Rondônia,3,0,0,0,0,0
Não Informado,ALTO PARAISO,Rondônia,3,0,0,0,0,0
Não Informado,ENCRUZILHADA,Bahia,3,0,0,0,0,0
CÓRREGO DA FAMA,SAO GABRIEL DA PALHA,Espírito Santo,3,0,0,0,0,3
Não Informado,JEQUITIBA,Minas Gerais,3,0,0,0,0,0
Não Informado,MARANGUAPE,Ceará,3,0,0,0,0,0
Não Informado,VARGEM ALEGRE,Minas Gerais,3,0,0,0,0,0
PARQUES DAS CASTANHEIRAS,PONTO BELO,Espírito Santo,3,0,0,0,0,3
CORREGO DA IUMA,ECOPORANGA,Espírito Santo,3,2,0,2,1,0
Não Informado,UMBURATIBA,Minas Gerais,3,0,0,0,0,0
Não Informado,PIRES DO RIO,Goiás,3,0,0,0,0,0
Não Informado,FEIRA DA MATA,Bahia,3,0,0,0,0,0
Não Informado,ARACATU,Bahia,3,0,0,0,0,0
LOTEAMENTO HENRIQUE JACOB,LARANJA DA TERRA,Espírito Santo,3,2,0,2,0,1
Não Informado,GUANAMBI,Bahia,3,0,0,0,0,0
BAIXADÃO,CASTELO,Espírito Santo,3,0,0,0,0,3
Não Informado,SANTA BRIGIDA,Bahia,3,0,0,0,0,0
Não Encontrado,CORONEL FABRICIANO,Minas Gerais,3,3,0,2,0,0
SABIÁ I,SAO DOMINGOS DO NORTE,Espírito Santo,3,0,0,0,0,3
Não Encontrado,CARATINGA,Minas Gerais,3,2,0,2,0,1
CÓRREGO FRIO,RIO BANANAL,Espírito Santo,3,2,0,2,1,0
Não Informado,SAO JOSE DA TAPERA,Alagoas,3,0,0,0,0,0
Não Informado,URUARA,Pará,3,0,0,0,0,0
Não Encontrado,NOVA LIMA,Minas Gerais,3,0,0,0,0,3
Não Informado,PARICONHA,Alagoas,3,0,0,0,0,0
CENTRO,MUTUM,Minas Gerais,3,1,0,0,0,2
CÓRREGO FUNDO,ARACRUZ,Espírito Santo,3,0,0,0,0,3
Não Informado,NOVA PETROPOLIS,Rio Grande do Sul,3,0,0,0,0,0
CÓR. DA ONÇA,SAO MATEUS,Espírito Santo,3,0,0,0,2,1
PEDRA DO ORATÓRIO,NOVA VENECIA,Espírito Santo,3,1,0,1,0,2
Não Informado,BARIRI,São Paulo,3,0,0,0,0,0
Não Informado,AGUA SANTA,Rio Grande do Sul,3,0,0,0,0,0
Não Informado,GUAMARE,Rio Grande do Norte,3,0,0,0,0,0
CÓRREGO DOS CUSTODIO ,BREJETUBA,Espírito Santo,3,0,0,0,0,3
Não Encontrado,ABAETE,Minas Gerais,3,1,0,0,2,0
Não Informado,MESSIAS,Alagoas,3,0,0,0,0,0
FAZENDINHA RECANTO DOS SONHOS,JERONIMO MONTEIRO,Espírito Santo,3,0,0,0,0,3
Não Encontrado,VITORIA DA CONQUISTA,Bahia,3,2,0,1,1,0
Não Informado,MEDINA,Minas Gerais,3,0,0,0,0,0
CORAÇÃO DO NORTE,PANCAS,Espírito Santo,3,0,0,0,0,3
CASCATA,MIMOSO DO SUL,Espírito Santo,3,1,0,1,0,2
Não Informado,PACAEMBU,São Paulo,3,0,0,0,0,0
Não Informado,PINDOBACU,Bahia,3,0,0,0,0,0
CÓRREGO GRANDE,CASTELO,Espírito Santo,3,0,0,0,1,2
Não Encontrado,SALVADOR,Bahia,3,3,0,2,0,0
VILA FERNANDES II,PINHEIROS,Espírito Santo,3,0,0,0,0,3
CÓREGO SÃO BENEDITO,NOVA VENECIA,Espírito Santo,3,2,0,2,0,1
CÓRREGO FERRUGEM,BARRA DE SAO FRANCISCO,Espírito Santo,3,0,0,0,0,3
Não Informado,ARAUCARIA,Paraná,3,0,0,0,0,0
CÓRREGO FERRUGEM,RIO BANANAL,Espírito Santo,3,1,0,1,0,2
Não Encontrado,IPATINGA,Minas Gerais,3,3,0,1,0,0
Não Informado,ESTANCIA,Sergipe,3,0,0,0,0,0
Não Encontrado,ITABIRA,Minas Gerais,3,3,0,0,0,0
Não Informado,PAU BRASIL,Bahia,3,0,0,0,0,0
CÓRREGO JAÓ,BAIXO GUANDU,Espírito Santo,3,0,0,0,0,3
Não Informado,SAO DOMINGOS,Bahia,3,0,0,0,0,0
CORREGO DO MONO-CENTRO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3,0,0,0,0,3
Não Informado,MATUTINA,Minas Gerais,3,0,0,0,0,0
CÓRREGO JABUTI,NOVA VENECIA,Espírito Santo,3,2,0,2,0,1
Não Informado,POA,São Paulo,3,0,0,0,0,0
CÓRREGO ALDEAMENTO - CORTELETTI,PANCAS,Espírito Santo,3,0,0,0,0,3
Não Informado,BAGE,Rio Grande do Sul,3,0,0,0,0,0
CÓRREGO JABOTICABA,BARRA DE SAO FRANCISCO,Espírito Santo,3,0,0,0,2,1
Não Informado,VOTUPORANGA,São Paulo,3,0,0,0,0,0
FAZENDA VERVLOET,BAIXO GUANDU,Espírito Santo,3,0,0,0,0,3
ÁGUA LIMPA,MIMOSO DO SUL,Espírito Santo,3,0,0,0,2,1
CÓRREGO FORTALEZA,MUNIZ FREIRE,Espírito Santo,3,2,0,2,0,1
Não Informado,GOIANESIA DO PARA,Pará,3,0,0,0,0,0
Não Informado,LUZ,Minas Gerais,3,0,0,0,0,0
PAULISTINHA,BARRA DE SAO FRANCISCO,Espírito Santo,3,0,0,0,2,1
CÓRREGO ÁGUA LIMPA II,BAIXO GUANDU,Espírito Santo,3,1,0,1,0,2
VILA NOVA,MUTUM,Minas Gerais,3,1,0,1,1,1
SANTA CRUZ,AGUA DOCE DO NORTE,Espírito Santo,3,2,1,1,1,0
FAZENDA SANTANA,GUARAPARI,Espírito Santo,3,0,0,0,0,3
ALTO RIO PANTOJO,SANTA MARIA DE JETIBA,Espírito Santo,3,1,0,1,0,2
Não Informado,CAICO,Rio Grande do Norte,3,0,0,0,0,0
SÃO BENTO CHAPEU,DOMINGOS MARTINS,Espírito Santo,3,0,0,0,0,3
BOA CONVERSA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3,0,0,0,0,3
Não Informado,LAGOA NOVA,Rio Grande do Norte,3,0,0,0,0,0
CORREGO 18 DE OUTBRO,VILA VALERIO,Espírito Santo,3,1,0,1,0,2
Não Informado,JAPOATA,Sergipe,3,0,0,0,0,0
OSWALDO DE CASTRO SILVEIRA,APIACA,Espírito Santo,3,0,0,0,0,3
SITIO SAO JOSE,ALFREDO CHAVES,Espírito Santo,3,0,0,0,1,2
Não Informado,MOJU,Pará,3,0,0,0,0,0
Não Encontrado,ITAMARAJU,Bahia,3,2,1,1,1,0
Não Informado,MIRACEMA DO TOCANTINS,Tocantins,3,0,0,0,0,0
Não Informado,NAZARE,Bahia,3,0,0,0,0,0
RODOVIA ES 165 SENTIDO SOBREIRO,LARANJA DA TERRA,Espírito Santo,3,1,0,1,0,2
Não Informado,MACHACALIS,Minas Gerais,3,0,0,0,0,0
Não Informado,ARAGUAINA,Tocantins,3,0,0,0,0,0
Não Informado,PIQUETE,São Paulo,3,0,0,0,0,0
GLÓRIA,ATILIO VIVACQUA,Espírito Santo,2,1,0,1,0,1
Não Informado,GUARATUBA,Paraná,2,0,0,0,0,0
SEDE AGUA MINERAL,SAO JOSE DO CALCADO,Espírito Santo,2,1,0,1,0,1
Não Informado,AGUAS LINDAS DE GOIAS,Goiás,2,0,0,0,0,0
Não Informado,BELEM,Paraíba,2,0,0,0,0,0
Não Informado,MACAU,Rio Grande do Norte,2,0,0,0,0,0
Não Informado,IVAIPORA,Paraná,2,0,0,0,0,0
Não Informado,CAPANEMA,Paraná,2,0,0,0,0,0
SÃO PEDRO DAS PALMAS,LINHARES,Espírito Santo,2,0,0,0,1,1
Não Informado,GOUVEIA,Minas Gerais,2,0,0,0,0,0
PEGIANE,NOVA VENECIA,Espírito Santo,2,0,0,0,0,2
Não Informado,GONCALVES,Minas Gerais,2,0,0,0,0,0
FAZENDA THOMAS,DOMINGOS MARTINS,Espírito Santo,2,0,0,0,0,2
Não Informado,CACIMBA DE AREIA,Paraíba,2,0,0,0,0,0
Não Informado,ITAPECERICA,Minas Gerais,2,0,0,0,0,0
Não Informado,FRUTAL,Minas Gerais,2,0,0,0,0,0
Não Informado,CONCEICAO,Paraíba,2,0,0,0,0,0
Não Informado,JOAQUIM TAVORA,Paraná,2,0,0,0,0,0
Não Informado,VISTA SERRANA,Paraíba,2,0,0,0,0,0
Não Informado,ITAPEVA,Minas Gerais,2,0,0,0,0,0
FAZENDA POÇÃO,PINHEIROS,Espírito Santo,2,0,0,0,0,2
FAZENDA SANTA CLARA,MONTANHA,Espírito Santo,2,0,0,0,0,2
Não Informado,ESPERANCA,Paraíba,2,0,0,0,0,0
Não Informado,SAPEZAL,Mato Grosso,2,0,0,0,0,0
Não Informado,PRIMAVERA DO LESTE,Mato Grosso,2,0,0,0,0,0
PONTE DE PEDRA,MUQUI,Espírito Santo,2,1,0,1,0,1
CENTRO,VILHENA,Rondônia,2,0,0,0,2,0
FAZENDA SANTA TEREZINHA,BAIXO GUANDU,Espírito Santo,2,2,0,2,0,0
Não Informado,MINEIROS,Goiás,2,0,0,0,0,0
GORETE,JAGUARE,Espírito Santo,2,2,0,2,0,0
FAZENDA GRANJA CAPIXABA,BAIXO GUANDU,Espírito Santo,2,0,0,0,0,2
Não Informado,IGARATINGA,Minas Gerais,2,0,0,0,0,0
Não Informado,ITAGUARU,Goiás,2,0,0,0,0,0
SATURNINO,PEDRO CANARIO,Espírito Santo,2,0,0,0,0,2
Não Informado,FARIA LEMOS,Minas Gerais,2,0,0,0,0,0
SÃO SEBASTIÃO DO RECREIO,SANTA MARIA DE JETIBA,Espírito Santo,2,0,0,0,0,2
Não Informado,VISTA ALEGRE DO ALTO,São Paulo,2,0,0,0,0,0
PETROLÂNDIA,MARATAIZES,Espírito Santo,2,0,0,0,0,2
FORTE SÃO JOÃO,IBICARAI,Bahia,2,0,0,0,0,2
Não Informado,INHAUMA,Minas Gerais,2,0,0,0,0,0
FAZENDA DA ILHA,PRESIDENTE KENNEDY,Espírito Santo,2,0,0,0,0,2
FAZENDA LIBERDADE,SAO MATEUS,Espírito Santo,2,0,0,0,1,1
FAZENDA CORREGO DO CABOCLO,MONTANHA,Espírito Santo,2,0,0,0,0,2
CENTRO,LAGOA SANTA,Minas Gerais,2,2,0,2,0,0
CENTRO,NOVA VICOSA,Bahia,2,1,0,1,0,1
Não Informado,FELIXLANDIA,Minas Gerais,2,0,0,0,0,0
Não Informado,IBIRACI,Minas Gerais,2,0,0,0,0,0
SÃO SILVESTRE,AGUIA BRANCA,Espírito Santo,2,1,0,1,0,1
Não Informado,APUCARANA,Paraná,2,0,0,0,0,0
CENTRO,LAJINHA,Minas Gerais,2,1,0,0,0,1
Não Informado,ITARUMA,Goiás,2,0,0,0,0,0
Não Informado,UBIRAJARA,São Paulo,2,0,0,0,0,0
CENTRO,ITAJUIPE,Bahia,2,0,0,0,2,0
Não Informado,SERRA NEGRA DO NORTE,Rio Grande do Norte,2,0,0,0,0,0
Não Informado,FLORESTOPOLIS,Paraná,2,0,0,0,0,0
PATRIMÔNIO DA AREIA,SAO MATEUS,Espírito Santo,2,0,0,0,1,1
Não Informado,ALEXANDRIA,Rio Grande do Norte,2,0,0,0,0,0
FAZENDA BELA VISTA,AGUIA BRANCA,Espírito Santo,2,1,0,1,0,1
Não Informado,ASSAI,Paraná,2,0,0,0,0,0
Não Informado,GUIDOVAL,Minas Gerais,2,0,0,0,0,0
PIRRACA,MIMOSO DO SUL,Espírito Santo,2,0,0,0,2,0
Não Informado,VICOSA DO CEARA,Ceará,2,0,0,0,0,0
Não Informado,FRANCISCOPOLIS,Minas Gerais,2,0,0,0,0,0
FAZENDA NOVA ERA,AGUIA BRANCA,Espírito Santo,2,0,0,0,0,2
CENTRO,RESPLENDOR,Minas Gerais,2,2,2,0,0,0
Não Informado,CAMPOS BELOS,Goiás,2,0,0,0,0,0
SÃO ROQUE DA TERRA ROXA-CENTRO,SAO GABRIEL DA PALHA,Espírito Santo,2,1,0,1,0,1
FAZENDA ÁGUA BOA,BAIXO GUANDU,Espírito Santo,2,0,0,0,0,2
Não Informado,ALAGOA GRANDE,Paraíba,2,0,0,0,0,0
Não Informado,ESPIRITO SANTO,Rio Grande do Norte,2,0,0,0,0,0
PEDRA MENINA,ESPERA FELIZ,Minas Gerais,2,1,0,1,0,1
Não Informado,TAMBAU,São Paulo,2,0,0,0,0,0
Não Informado,FRANCISCO BELTRAO,Paraná,2,0,0,0,0,0
Não Informado,FREI LAGONEGRO,Minas Gerais,2,0,0,0,0,0
Não Informado,DONA EUSEBIA,Minas Gerais,2,0,0,0,0,0
SEDE,VARGEM ALTA,Espírito Santo,2,0,0,0,0,2
Não Informado,GUARAPUAVA,Paraná,2,0,0,0,0,0
Não Informado,CANDOI,Paraná,2,0,0,0,0,0
Não Informado,ALTO HORIZONTE,Goiás,2,0,0,0,0,0
SANTA HELENA,PRESIDENTE KENNEDY,Espírito Santo,2,1,0,1,0,1
CÓRREGO DO MAÇON,VILA VALERIO,Espírito Santo,2,0,0,0,0,2
SANTA HELENA,CASTELO,Espírito Santo,2,1,0,1,1,0
Não Informado,LUIS EDUARDO MAGALHAES,Bahia,2,0,0,0,0,0
Não Informado,MORRO REDONDO,Rio Grande do Sul,2,0,0,0,0,0
CÓRREGO DO NOBRE,NOVA VENECIA,Espírito Santo,2,1,0,1,0,1
Não Informado,LARANJEIRAS,Sergipe,2,0,0,0,0,0
SÃO BENTO,MIMOSO DO SUL,Espírito Santo,2,0,0,0,0,2
Não Informado,ANTA GORDA,Rio Grande do Sul,2,0,0,0,0,0
Não Informado,MULITERNO,Rio Grande do Sul,2,0,0,0,0,0
CÓRREGO AFLUENTE DO BOA VISTA,NOVA VENECIA,Espírito Santo,2,0,0,0,0,2
Não Informado,MIRANTE,Bahia,2,0,0,0,0,0
Não Informado,MORRO DO CHAPEU,Bahia,2,0,0,0,0,0
Não Informado,NAO-ME-TOQUE,Rio Grande do Sul,2,0,0,0,0,0
Não Informado,ALTO ALEGRE,Rio Grande do Sul,2,0,0,0,0,0
CÓRREGO 11 DE NOVEMBRO,NOVA VENECIA,Espírito Santo,2,1,0,1,0,1
SÃO BERNARDO ,BARRA DE SAO FRANCISCO,Espírito Santo,2,0,0,0,0,2
Não Informado,OLIVEIRA DOS BREJINHOS,Bahia,2,0,0,0,0,0
Não Informado,PEDRAO,Bahia,2,0,0,0,0,0
Não Informado,ALEGRETE,Rio Grande do Sul,2,0,0,0,0,0
Não Informado,CARMOPOLIS,Sergipe,2,0,0,0,0,0
Não Informado,PIRITIBA,Bahia,2,0,0,0,0,0
Não Informado,POCOES,Bahia,2,0,0,0,0,0
CÓRREGO DOS LENÇOIS,SAO JOSE DO CALCADO,Espírito Santo,2,0,0,0,0,2
Não Informado,BOQUIM,Sergipe,2,0,0,0,0,0
CÓRREGO DOS NUNES ,BREJETUBA,Espírito Santo,2,2,0,2,0,0
SAGRADO CORAÇÃO DE JESUS,GUACUI,Espírito Santo,2,0,0,0,0,2
CÓRREGO DOURADO,SAO GABRIEL DA PALHA,Espírito Santo,2,2,0,2,0,0
Não Informado,NOVA SANTA RITA,Rio Grande do Sul,2,0,0,0,0,0
SABÃO,SANTA LEOPOLDINA,Espírito Santo,2,1,0,1,1,0
Não Informado,SANTA CRUZ DA VITORIA,Bahia,2,0,0,0,0,0
ROSEIRA,ATILIO VIVACQUA,Espírito Santo,2,0,0,0,0,2
Não Informado,TIMBO,Santa Catarina,2,0,0,0,0,0
SÃO DOMINGOS,AGUA DOCE DO NORTE,Espírito Santo,2,0,0,0,0,2
ROSÁRIO I,AIMORES,Minas Gerais,2,2,1,1,0,0
Não Informado,SANTA LUZIA,Bahia,2,0,0,0,0,0
SÃO ESPERIDIÃO,ALEGRE,Espírito Santo,2,1,0,1,0,1
CONCEIÇÃO DE CIMA,LINHARES,Espírito Santo,2,0,0,0,0,2
CÓRREGO FORTALEZA,PANCAS,Espírito Santo,2,0,0,0,0,2
CÓRREGO FORTUNA,ALFREDO CHAVES,Espírito Santo,2,0,0,0,0,2
CONCEIÇÃO DA BARRA,CONCEICAO DA BARRA,Espírito Santo,2,1,0,1,0,1
Não Informado,PENEDO,Alagoas,2,0,0,0,0,0
Não Informado,PAO DE ACUCAR,Alagoas,2,0,0,0,0,0
Não Informado,SAO JOSE DO JACUIPE,Bahia,2,0,0,0,0,0
Não Informado,OLHO D'AGUA DO CASADO,Alagoas,2,0,0,0,0,0
Não Informado,MARAVILHA,Alagoas,2,0,0,0,0,0
COMPRIDO,SAO GABRIEL DA PALHA,Espírito Santo,2,1,0,1,0,1
Não Informado,TANHACU,Bahia,2,0,0,0,0,0
CÓRREGO GRANDE DA SEDE,SAO MATEUS,Espírito Santo,2,0,0,0,0,2
Não Informado,SAO DOMINGOS,Santa Catarina,2,0,0,0,0,0
Não Informado,SAO BENTO DO SUL,Santa Catarina,2,0,0,0,0,0
Não Informado,SAO BORJA,Rio Grande do Sul,2,0,0,0,0,0
CÓRREGO LAJE,COLATINA,Espírito Santo,2,1,0,1,0,1
CÓRREGO LAJEADO,ECOPORANGA,Espírito Santo,2,0,0,0,0,2
Não Informado,FLORES DA CUNHA,Rio Grande do Sul,2,0,0,0,0,0
Não Informado,BUERAREMA,Bahia,2,0,0,0,0,0
Não Informado,FELIZ,Rio Grande do Sul,2,0,0,0,0,0
CÓRREGO CAPIXABA,RIO BANANAL,Espírito Santo,2,0,0,0,0,2
Não Informado,BOM JESUS DA SERRA,Bahia,2,0,0,0,0,0
SANTANA,COLATINA,Espírito Santo,2,1,0,1,0,1
Não Informado,GIRUA,Rio Grande do Sul,2,0,0,0,0,0
Não Informado,CANDIDO SALES,Bahia,2,0,0,0,0,0
SANTA TEREZINHA,BOA ESPERANCA,Espírito Santo,2,0,0,0,0,2
CÓRREGO BOM JESUS,ARACRUZ,Espírito Santo,2,0,0,0,0,2
CÓRREGO CORREIO,BAIXO GUANDU,Espírito Santo,2,0,0,0,0,2
Não Informado,BARRA DO MENDES,Bahia,2,0,0,0,0,0
CÓRREGO CRISTAL,ITAGUACU,Espírito Santo,2,1,0,1,0,1
CORREGO BOM FUTURO,VILA VALERIO,Espírito Santo,2,0,0,0,0,2
CÓRREGO DA ÁGUA,SOORETAMA,Espírito Santo,2,1,0,1,0,1
SANTA ROSA,PANCAS,Espírito Santo,2,1,0,0,0,1
CORREGO DA ARARA,NOVA VENECIA,Espírito Santo,2,1,0,1,0,1
CORREGO DA AREIA,ICONHA,Espírito Santo,2,1,0,1,0,1
SANTO ANTÔNIO,PORTO SEGURO,Bahia,2,2,0,1,0,0
Não Informado,ARATUIPE,Bahia,2,0,0,0,0,0
CORREGO DA DIREÇÃO,NOVA VENECIA,Espírito Santo,2,1,0,1,0,1
Não Informado,ARAMARI,Bahia,2,0,0,0,0,0
Não Informado,DOIS IRMAOS,Rio Grande do Sul,2,0,0,0,0,0
CORREGO BELA VISTA,PANCAS,Espírito Santo,2,1,0,1,0,1
CÓRREGO DA FRUTA,VILA VALERIO,Espírito Santo,2,1,0,1,0,1
Não Informado,ESPLANADA,Bahia,2,0,0,0,0,0
CÓRREGO DA JAPIRA,BOA ESPERANCA,Espírito Santo,2,0,0,0,0,2
Não Informado,ANDORINHA,Bahia,2,0,0,0,0,0
Não Informado,ANDARAI,Bahia,2,0,0,0,0,0
CORREGO BEIRA RIO MUNIZ,NOVA VENECIA,Espírito Santo,2,0,0,0,0,2
Não Informado,AMELIA RODRIGUES,Bahia,2,0,0,0,0,0
CÓRREGO DA PERDIDA,LARANJA DA TERRA,Espírito Santo,2,1,0,1,0,1
CORREGO DA PEROBA,BOA ESPERANCA,Espírito Santo,2,1,0,1,0,1
Não Informado,IBITITA,Bahia,2,0,0,0,0,0
CÓRREGO DA PRATA I,CASTELO,Espírito Santo,2,1,0,1,0,1
CÓRREGO BATUTA,BAIXO GUANDU,Espírito Santo,2,0,0,0,0,2
CÓRREGO BARRA SÃO JOÃO,NOVA VENECIA,Espírito Santo,2,0,0,0,0,2
CÓRREGO DA SAUDADE,NOVA VENECIA,Espírito Santo,2,0,0,0,0,2
